leave_days,leave_balance,performance_score,absence_count,job_level,years_of_experience,salary_grade,overtime_hours,approved
6,27,0.72,7,junior,20,A,50,1
7,26,0.62,6,senior,13,C,45,1
8,10,0.75,0,manager,27,C,44,1
2,1,0.3,0,junior,29,E,46,0
4,9,0.88,9,manager,21,C,33,0
9,11,0.43,10,manager,1,C,29,0
1,19,0.45,0,manager,17,A,56,1
1,4,0.55,10,mid,10,B,2,0
4,4,0.78,0,lead,2,C,40,1
13,9,0.58,0,lead,25,E,15,0
12,6,0.31,3,junior,9,D,41,0
10,25,0.94,10,manager,9,A,44,1
14,26,0.56,6,lead,20,C,56,1
15,7,0.79,8,senior,3,E,21,0
8,7,0.76,2,lead,7,A,59,1
15,26,0.54,9,lead,30,B,43,0
7,7,0.53,8,lead,11,D,51,0
15,3,0.82,1,senior,17,B,7,0
13,7,0.88,6,junior,16,A,50,1
11,2,0.85,6,senior,21,A,52,1
7,11,0.94,2,mid,27,A,34,1
4,23,0.84,5,manager,17,D,38,1
2,14,0.75,8,manager,2,E,37,0
6,29,0.77,2,mid,13,E,40,1
4,5,0.76,3,senior,22,E,31,1
8,30,0.81,1,manager,4,B,32,1
8,2,0.94,3,lead,24,E,57,1
13,23,0.36,9,junior,12,A,43,1
1,20,0.8,0,junior,6,D,28,1
1,28,0.9,9,senior,15,E,31,0
14,20,0.39,4,manager,12,B,2,1
15,15,0.91,9,senior,17,C,12,0
12,3,0.69,0,junior,18,B,22,0
10,4,0.67,3,mid,16,A,55,1
14,9,0.78,7,mid,2,C,17,0
12,13,0.88,10,junior,13,E,47,1
15,15,0.88,5,senior,29,A,25,1
1,29,0.35,1,lead,5,E,4,0
13,25,0.39,6,junior,22,E,20,1
6,25,0.72,3,mid,29,E,42,1
14,5,0.66,1,lead,30,A,58,1
4,26,0.33,2,senior,26,E,0,1
9,17,0.37,8,junior,21,E,22,0
8,1,0.86,4,lead,1,E,41,1
8,29,0.72,0,senior,9,C,57,1
5,28,0.58,2,mid,2,C,23,0
12,9,0.85,5,mid,13,E,7,0
14,15,0.43,1,manager,29,D,50,0
6,17,0.83,5,senior,20,E,49,1
13,10,0.68,8,junior,6,C,45,1
9,29,0.75,5,lead,2,B,21,1
15,15,0.53,2,mid,22,E,30,1
15,30,0.71,6,mid,2,A,46,1
2,9,0.49,7,manager,1,B,38,0
7,12,0.88,8,lead,22,D,30,0
8,17,0.41,0,manager,21,D,18,0
11,29,0.74,7,mid,8,B,10,0
1,8,0.44,1,mid,9,A,50,1
13,17,0.43,9,junior,2,B,16,0
2,2,0.94,3,junior,10,E,20,1
11,17,0.43,5,lead,30,D,44,1
13,28,0.84,7,lead,15,D,5,0
5,6,0.45,5,mid,9,E,28,1
12,10,0.55,9,mid,21,B,47,0
9,19,0.34,9,lead,13,B,7,0
5,7,0.6,4,mid,16,D,13,0
5,0,0.81,1,mid,28,E,57,1
4,14,0.39,10,mid,4,C,51,0
5,25,0.5,9,manager,11,A,19,1
13,15,0.91,7,lead,17,E,39,0
15,7,0.32,9,mid,22,E,7,0
5,25,0.76,6,mid,16,A,41,1
10,3,0.69,9,manager,20,B,14,0
5,18,0.53,4,lead,26,E,27,1
15,22,0.8,2,mid,5,D,18,1
8,3,0.31,6,senior,12,A,36,0
4,8,0.38,3,senior,3,E,51,0
1,18,0.59,8,lead,5,D,52,0
5,2,0.94,6,manager,24,B,45,1
10,7,0.81,10,mid,13,E,51,1
8,12,0.68,6,lead,12,C,22,0
4,22,0.5,3,manager,18,D,12,0
5,0,0.66,8,junior,22,E,28,0
15,8,0.88,4,senior,18,E,24,0
1,4,0.37,1,senior,7,C,22,0
3,20,0.46,0,senior,17,A,21,1
4,10,0.34,9,mid,19,A,19,1
9,18,0.41,2,manager,2,D,18,0
4,20,0.36,2,manager,2,B,17,1
8,7,0.93,8,manager,5,B,8,0
3,16,0.44,5,lead,4,B,49,0
4,25,0.93,6,mid,23,A,33,1
1,10,0.39,10,manager,7,D,57,0
9,15,0.4,10,mid,1,B,33,0
7,10,0.62,8,senior,15,D,3,0
6,5,0.52,6,mid,5,E,41,0
10,13,0.57,8,junior,30,E,9,0
14,7,0.65,2,junior,1,E,29,0
7,23,0.66,1,junior,14,C,23,0
12,8,0.73,3,senior,27,B,51,1
4,11,0.6,6,junior,15,D,42,1
11,28,0.59,2,lead,20,B,37,1
6,30,0.69,10,mid,7,B,1,0
11,4,0.52,9,senior,19,A,41,0
6,7,0.63,9,manager,18,B,47,1
12,9,0.62,5,manager,15,D,44,1
14,1,0.71,2,manager,27,C,14,0
10,7,0.68,2,manager,8,A,38,0
2,22,0.58,3,mid,21,A,48,1
3,18,0.73,9,lead,2,A,20,1
2,20,0.59,2,manager,17,E,24,1
1,6,0.72,3,mid,9,E,14,1
1,14,0.49,9,lead,29,A,4,1
7,2,0.43,2,manager,5,B,48,0
8,3,0.86,8,lead,16,E,38,0
10,0,0.41,8,mid,9,A,0,0
1,11,0.67,3,senior,13,A,41,1
6,10,0.66,10,senior,19,A,11,1
5,1,0.91,10,senior,2,A,46,1
13,4,0.44,2,manager,5,B,14,0
12,1,0.87,1,mid,7,B,51,1
10,4,0.3,6,mid,25,E,7,0
3,11,0.39,9,senior,9,C,21,0
12,30,0.94,5,junior,2,E,35,1
10,27,0.56,0,mid,24,B,32,0
10,12,0.66,2,mid,17,E,42,1
7,17,0.39,2,lead,29,C,10,0
5,20,0.38,6,senior,28,A,51,1
5,16,0.7,3,manager,23,D,12,0
11,19,0.32,2,mid,3,B,15,1
9,30,0.42,8,mid,4,D,45,0
4,7,0.59,3,senior,9,A,54,1
3,27,0.59,4,manager,6,C,37,0
1,30,0.7,8,manager,27,E,53,1
12,26,0.9,0,manager,11,E,11,1
9,26,0.68,5,manager,5,D,27,1
15,12,0.56,7,manager,12,E,22,0
8,8,0.84,4,senior,3,E,51,1
9,30,0.55,1,senior,16,D,16,1
3,11,0.36,5,senior,6,B,39,0
3,0,0.91,4,manager,5,B,59,1
2,22,0.86,6,lead,27,D,36,1
3,7,0.44,9,junior,23,B,24,0
3,14,0.91,2,junior,3,C,59,1
5,9,0.75,9,senior,23,B,43,1
6,2,0.37,9,senior,8,C,53,0
9,9,0.67,3,junior,25,C,6,0
13,11,0.35,4,junior,16,A,34,0
5,28,0.63,9,senior,10,D,44,1
4,5,0.35,8,manager,19,E,31,0
15,21,0.66,9,mid,17,C,39,0
5,19,0.53,0,manager,20,B,10,0
6,10,0.56,3,senior,4,D,57,0
5,22,0.6,2,lead,10,A,20,1
5,19,0.88,0,mid,7,C,49,1
2,19,0.6,8,manager,29,B,37,0
8,26,0.75,8,junior,28,E,28,0
5,17,0.4,7,lead,22,E,37,0
11,28,0.59,2,manager,25,B,45,1
11,14,0.67,3,junior,30,B,40,1
8,4,0.94,8,junior,6,B,0,0
4,9,0.3,4,senior,12,C,6,1
9,7,0.83,0,junior,20,E,48,1
6,10,0.85,1,junior,3,B,19,1
13,27,0.86,6,lead,28,A,25,1
12,12,0.81,6,manager,3,A,9,1
10,1,0.93,3,mid,2,B,40,0
12,26,0.8,4,manager,3,B,20,1
8,16,0.9,0,manager,15,C,22,1
1,6,0.57,1,manager,10,D,15,0
2,7,0.37,10,senior,5,C,58,0
12,3,0.3,6,mid,30,C,58,0
15,3,0.3,3,lead,24,E,6,0
8,8,0.48,2,mid,27,E,30,1
1,29,0.6,0,manager,3,C,37,1
8,2,0.54,2,manager,7,A,39,0
12,30,0.87,10,mid,25,B,35,0
4,3,0.35,4,mid,18,C,1,0
15,1,0.76,2,mid,27,B,4,0
3,12,0.58,4,lead,7,A,8,1
4,18,0.35,7,manager,2,C,51,0
10,13,0.5,8,mid,15,A,26,1
14,1,0.32,7,manager,10,B,37,0
13,3,0.38,9,manager,28,A,35,0
2,19,0.75,7,senior,15,D,28,0
15,22,0.54,8,senior,6,E,9,0
10,2,0.47,4,lead,14,E,9,0
4,8,0.7,6,junior,23,C,37,1
10,11,0.37,3,junior,15,C,25,0
1,0,0.91,8,junior,7,D,33,0
7,15,0.76,7,senior,8,D,22,0
14,29,0.33,0,senior,23,D,10,1
2,27,0.66,6,mid,14,B,26,0
11,15,0.31,10,mid,28,B,44,0
4,21,0.79,10,senior,24,E,35,0
10,13,0.86,8,mid,9,B,20,0
12,16,0.49,3,mid,19,B,18,1
2,7,0.68,4,junior,24,B,27,1
4,17,0.86,5,senior,26,D,53,1
14,22,0.85,4,junior,15,D,9,1
12,7,0.63,1,junior,10,C,7,0
6,22,0.81,2,mid,20,A,5,1
2,30,0.72,4,lead,10,A,17,1
14,8,0.47,5,senior,27,E,29,0
2,23,0.64,2,junior,24,D,40,0
15,29,0.72,6,senior,13,B,46,1
8,20,0.73,3,junior,25,C,32,1
1,29,0.45,3,senior,25,E,38,1
1,4,0.37,0,lead,28,A,29,1
6,29,0.43,5,senior,22,C,50,1
5,5,0.68,1,senior,13,E,4,0
15,13,0.76,8,senior,6,C,29,0
6,10,0.59,10,senior,22,C,29,0
3,0,0.69,7,lead,5,B,47,1
10,30,0.79,5,senior,28,A,55,1
6,14,0.54,8,junior,13,E,12,0
3,27,0.86,7,mid,12,A,24,1
7,27,0.69,9,manager,8,B,14,0
7,13,0.82,10,mid,23,A,13,1
4,30,0.47,4,senior,4,A,35,1
14,24,0.45,9,mid,8,C,30,0
9,26,0.8,2,junior,15,D,57,1
1,14,0.78,8,senior,5,A,34,1
14,1,0.38,3,lead,8,E,36,0
5,26,0.79,2,lead,12,D,17,1
13,7,0.37,6,manager,6,D,17,0
1,28,0.47,0,junior,4,A,45,1
13,20,0.79,6,manager,21,D,13,1
3,11,0.7,1,lead,25,A,32,1
5,12,0.84,1,mid,12,A,7,1
13,8,0.79,10,junior,10,C,11,0
2,24,0.59,10,manager,9,E,37,0
3,5,0.77,5,junior,16,A,47,1
11,1,0.74,9,lead,25,D,23,0
5,19,0.66,8,manager,29,D,50,1
2,12,0.54,10,mid,17,B,45,0
4,1,0.53,7,mid,11,B,39,0
10,23,0.36,1,lead,12,C,1,1
13,21,0.63,5,senior,14,B,21,1
5,2,0.34,3,junior,27,A,11,0
3,24,0.8,6,mid,7,D,14,1
7,11,0.45,4,lead,30,C,40,0
11,14,0.86,5,manager,30,C,33,1
13,17,0.83,10,mid,13,A,40,1
14,4,0.36,10,lead,21,D,16,0
3,24,0.84,8,manager,18,D,46,1
3,9,0.45,7,senior,29,D,53,0
3,0,0.78,1,mid,8,A,50,1
13,9,0.42,4,lead,23,C,24,0
1,28,0.65,10,manager,11,E,13,0
4,15,0.64,2,junior,28,C,55,1
13,9,0.59,8,manager,22,C,38,0
10,24,0.46,8,junior,25,C,3,0
14,10,0.56,2,manager,4,D,23,0
8,4,0.53,0,senior,7,E,31,0
13,13,0.41,9,mid,14,E,50,0
6,18,0.52,3,lead,8,D,28,0
8,3,0.86,8,mid,4,E,8,0
11,7,0.56,2,lead,24,E,58,0
11,28,0.82,9,senior,18,C,50,1
6,25,0.66,6,lead,21,B,12,0
7,25,0.42,1,lead,4,D,40,0
10,3,0.32,0,lead,3,C,0,0
3,13,0.87,8,senior,12,B,3,0
11,19,0.66,5,junior,27,A,33,1
13,17,0.54,1,senior,6,D,58,1
15,19,0.76,2,manager,1,A,38,1
3,25,0.66,10,junior,19,D,56,1
8,4,0.33,6,senior,30,A,54,0
15,14,0.67,10,junior,17,A,6,0
14,0,0.61,5,mid,13,A,2,0
14,10,0.69,9,junior,17,C,45,1
12,7,0.73,0,manager,13,A,17,0
2,18,0.54,10,lead,13,A,3,1
5,4,0.34,2,mid,14,E,30,0
5,5,0.93,1,junior,11,A,11,1
13,27,0.52,10,senior,7,A,13,1
3,9,0.31,5,mid,29,A,1,1
8,5,0.47,0,senior,10,D,37,0
2,5,0.57,0,manager,5,D,42,0
13,23,0.52,1,lead,1,E,10,1
9,26,0.48,0,manager,10,E,25,1
13,14,0.77,1,senior,30,C,1,1
9,7,0.92,4,lead,21,D,56,1
1,23,0.83,10,lead,24,C,37,0
10,23,0.71,8,manager,14,A,53,1
12,12,0.73,3,manager,5,E,36,1
11,26,0.52,2,manager,20,A,37,1
3,14,0.6,1,lead,7,C,25,0
13,28,0.63,0,manager,7,D,47,1
12,13,0.34,6,lead,7,D,18,0
14,30,0.74,4,senior,16,B,51,1
12,25,0.43,3,mid,2,E,52,0
1,7,0.31,8,senior,16,A,29,1
12,27,0.57,9,mid,30,D,7,0
13,26,0.89,9,lead,14,E,23,0
8,5,0.32,4,manager,18,A,20,0
3,22,0.89,5,mid,1,E,8,0
11,23,0.77,1,senior,12,A,59,1
15,21,0.67,6,lead,16,C,23,0
1,4,0.75,4,senior,4,D,10,1
1,19,0.87,8,lead,4,D,49,1
3,29,0.78,1,manager,24,C,41,1
7,7,0.43,4,mid,12,C,20,1
4,14,0.35,1,lead,28,A,31,1
2,22,0.92,10,mid,4,C,17,0
2,23,0.33,9,mid,5,D,52,0
4,2,0.43,5,manager,1,B,50,0
10,7,0.61,2,lead,25,A,20,0
6,24,0.5,5,lead,27,A,26,1
8,0,0.91,5,manager,13,B,14,0
5,2,0.37,6,manager,25,A,12,0
3,13,0.76,2,junior,30,E,60,1
8,13,0.84,9,mid,7,B,50,1
5,9,0.57,0,junior,30,C,1,1
1,8,0.7,5,mid,10,C,50,1
1,20,0.67,0,mid,8,E,38,1
6,29,0.74,4,lead,22,C,13,1
7,6,0.67,8,manager,14,E,58,1
12,1,0.31,7,senior,13,B,55,0
8,6,0.55,2,manager,19,D,3,0
9,9,0.43,3,senior,7,B,37,0
5,2,0.92,2,lead,8,C,24,0
13,16,0.48,5,senior,13,B,36,0
6,23,0.51,6,manager,28,A,26,1
8,12,0.91,1,senior,26,C,21,1
9,15,0.87,0,junior,28,E,1,1
9,19,0.37,7,lead,24,D,37,0
7,24,0.38,9,junior,11,E,8,0
8,4,0.61,8,manager,6,A,24,0
6,9,0.6,5,mid,23,D,51,1
5,12,0.77,1,mid,11,E,23,1
12,26,0.72,7,senior,18,E,10,0
4,8,0.5,7,junior,24,D,45,0
11,23,0.7,2,senior,23,A,15,1
15,13,0.88,2,senior,22,D,0,0
11,13,0.68,1,manager,17,B,41,1
8,12,0.48,7,lead,21,C,19,0
9,28,0.82,4,lead,19,A,60,1
1,17,0.75,4,senior,22,B,47,1
15,4,0.75,1,mid,3,E,4,0
2,15,0.61,10,senior,19,D,40,0
12,10,0.75,0,senior,7,E,1,0
9,19,0.72,4,lead,16,D,28,1
14,2,0.89,3,junior,18,D,26,0
12,0,0.41,0,manager,22,B,46,0
14,19,0.76,5,senior,29,E,12,1
15,0,0.51,10,junior,21,D,38,0
7,27,0.72,10,lead,9,D,25,0
12,9,0.74,7,mid,19,D,38,0
2,26,0.84,5,senior,7,E,0,1
9,25,0.77,10,lead,10,B,54,1
1,0,0.32,0,junior,16,D,52,0
12,3,0.69,5,mid,1,C,34,0
3,22,0.5,4,senior,18,E,32,1
2,16,0.66,10,junior,1,C,34,0
4,19,0.33,4,senior,8,D,3,1
15,6,0.68,5,lead,11,E,13,0
3,26,0.36,7,mid,17,B,27,0
12,6,0.85,9,lead,5,C,12,0
13,30,0.5,7,junior,24,A,6,1
15,6,0.58,6,manager,11,E,12,0
3,2,0.77,3,senior,9,C,45,1
14,7,0.86,10,senior,11,B,4,0
11,28,0.63,4,senior,11,A,38,1
5,30,0.79,7,lead,8,C,44,1
8,15,0.34,7,senior,10,D,54,0
12,5,0.77,2,lead,29,E,2,0
3,7,0.67,5,mid,26,B,30,1
12,6,0.49,0,senior,2,D,36,0
9,8,0.49,7,junior,13,D,49,0
5,5,0.91,6,senior,15,C,55,1
11,19,0.84,0,junior,7,A,37,1
6,12,0.92,0,manager,15,B,8,1
15,5,0.87,9,senior,24,E,6,0
11,14,0.67,10,junior,4,C,50,1
11,16,0.63,0,mid,13,B,14,1
14,28,0.81,9,mid,2,B,58,1
15,30,0.79,1,junior,28,C,41,1
5,8,0.34,3,mid,9,E,27,1
2,12,0.54,5,junior,22,D,7,1
14,16,0.45,9,lead,14,E,48,0
2,8,0.58,1,lead,11,B,13,0
10,28,0.81,4,junior,10,D,0,1
9,24,0.91,7,manager,3,E,4,0
8,1,0.34,0,senior,24,D,5,0
5,19,0.85,4,senior,24,C,19,1
14,15,0.45,2,lead,4,D,33,1
4,25,0.82,1,senior,6,D,13,1
8,16,0.92,0,mid,16,A,43,1
1,10,0.49,4,lead,8,A,24,1
6,16,0.94,4,lead,23,A,57,1
13,3,0.44,4,manager,28,C,2,0
3,24,0.76,2,junior,9,B,22,1
15,27,0.88,1,senior,29,D,44,1
2,10,0.8,4,manager,21,A,8,1
13,13,0.51,8,senior,29,C,24,0
11,14,0.7,1,lead,30,B,47,1
10,24,0.57,4,lead,25,C,53,1
11,7,0.43,5,senior,24,C,5,0
1,20,0.69,4,junior,23,E,50,1
11,4,0.67,0,mid,18,B,26,0
13,18,0.47,8,manager,28,A,54,1
6,5,0.39,3,manager,9,D,4,0
11,13,0.77,6,mid,20,A,7,1
6,5,0.36,7,lead,7,D,37,0
6,17,0.85,0,lead,3,B,39,1
2,0,0.39,1,junior,15,A,33,0
8,0,0.92,8,lead,15,E,1,0
14,10,0.3,7,junior,26,B,46,0
7,15,0.54,10,manager,3,E,48,0
1,24,0.35,10,manager,3,A,24,1
14,9,0.31,5,senior,21,B,32,0
6,30,0.79,10,mid,9,D,55,1
13,5,0.85,6,lead,27,A,39,0
4,16,0.34,0,junior,3,C,4,0
8,6,0.39,9,mid,27,C,7,0
8,10,0.94,1,manager,14,D,60,1
8,14,0.32,7,mid,25,A,20,1
11,1,0.66,3,senior,24,B,26,0
9,23,0.84,3,mid,15,A,56,1
5,24,0.33,10,lead,9,E,14,0
7,10,0.75,4,mid,6,A,45,1
3,28,0.85,10,senior,1,A,8,1
10,9,0.71,7,senior,21,D,43,1
5,3,0.52,1,senior,28,E,30,0
12,13,0.92,7,junior,29,B,15,0
8,23,0.42,9,manager,24,E,2,0
10,10,0.66,1,lead,4,C,29,1
14,15,0.76,4,senior,9,A,48,1
9,19,0.55,2,manager,16,E,49,0
13,25,0.54,10,senior,18,D,50,0
12,23,0.58,9,senior,5,A,19,1
11,12,0.86,0,junior,13,D,32,1
4,4,0.45,6,senior,22,B,54,1
4,24,0.81,5,junior,8,A,3,1
9,2,0.6,9,manager,14,E,13,0
6,7,0.44,3,junior,3,B,25,1
3,28,0.79,7,senior,27,A,48,1
11,29,0.36,2,mid,26,E,43,0
10,14,0.75,1,senior,19,C,58,1
3,16,0.75,5,junior,6,E,29,1
3,18,0.43,8,manager,5,B,46,0
6,8,0.87,1,senior,15,A,31,1
9,24,0.88,6,senior,20,C,12,1
9,18,0.67,2,manager,1,A,37,1
2,23,0.67,7,lead,28,E,4,0
13,4,0.35,5,lead,8,E,41,0
10,22,0.53,7,senior,23,B,43,0
6,20,0.87,0,mid,11,B,20,1
9,23,0.49,2,mid,17,D,41,1
8,17,0.85,7,senior,14,A,9,1
11,6,0.83,5,junior,14,D,39,0
9,29,0.62,2,mid,9,B,54,1
1,14,0.81,8,lead,25,D,31,0
9,0,0.7,8,manager,12,B,32,0
12,20,0.93,3,manager,27,D,28,1
1,9,0.5,4,lead,4,B,4,1
2,1,0.57,8,lead,17,D,2,0
8,4,0.87,8,mid,24,A,22,0
15,25,0.47,1,manager,10,D,18,1
4,9,0.39,10,senior,3,C,49,0
7,24,0.46,5,lead,11,C,9,0
8,19,0.58,5,mid,4,E,15,1
1,0,0.7,6,senior,9,E,10,0
6,7,0.72,9,junior,21,C,7,0
8,14,0.77,7,mid,26,C,6,0
10,19,0.63,2,lead,7,A,33,1
4,22,0.49,0,lead,27,E,13,0
12,17,0.59,6,mid,6,D,16,0
13,17,0.67,4,mid,7,D,21,0
10,5,0.76,5,mid,2,A,22,0
10,17,0.93,1,junior,25,E,50,1
5,17,0.56,4,manager,24,D,38,1
7,10,0.64,9,mid,9,E,36,0
13,13,0.44,6,senior,17,B,60,1
7,30,0.42,4,lead,23,E,43,0
2,8,0.74,0,senior,11,B,5,1
1,18,0.88,7,manager,6,D,43,1
5,19,0.31,0,lead,18,A,4,1
15,25,0.65,4,mid,1,B,42,1
1,17,0.7,3,lead,20,C,31,1
12,30,0.54,0,mid,9,B,17,1
4,4,0.54,3,manager,28,E,44,1
1,10,0.74,5,lead,23,A,59,1
6,15,0.78,5,manager,20,C,3,1
8,13,0.89,6,senior,4,E,4,1
7,20,0.77,4,mid,7,E,35,1
10,10,0.93,1,junior,13,A,40,1
8,11,0.83,9,manager,9,D,46,1
15,25,0.75,9,senior,29,D,51,1
14,12,0.75,7,senior,4,B,14,0
8,15,0.63,3,manager,22,D,16,0
13,3,0.6,3,manager,18,D,25,0
10,24,0.3,2,mid,1,C,38,0
15,14,0.3,9,junior,19,D,56,0
7,9,0.51,9,lead,11,C,49,0
13,0,0.35,6,lead,6,B,22,0
7,21,0.31,4,mid,23,E,49,1
13,29,0.82,3,manager,6,D,3,1
9,19,0.41,4,lead,11,C,21,1
11,4,0.84,3,senior,10,D,9,0
11,21,0.34,10,lead,7,B,3,0
10,7,0.63,0,junior,24,B,17,0
1,25,0.81,7,junior,3,A,16,1
15,28,0.95,6,mid,30,B,5,1
14,17,0.64,1,mid,30,E,46,1
1,10,0.42,7,mid,17,C,49,0
15,24,0.78,0,mid,21,B,41,1
2,3,0.82,10,lead,29,D,20,0
11,25,0.64,4,manager,19,A,55,1
12,6,0.67,3,manager,30,E,25,0
7,23,0.65,9,lead,18,D,27,0
9,0,0.55,4,manager,23,B,46,0
4,2,0.4,5,mid,29,B,25,0
1,26,0.69,2,junior,29,C,55,1
8,25,0.41,9,mid,2,A,19,1
7,11,0.63,2,mid,15,A,17,1
8,17,0.86,6,senior,9,A,8,1
3,28,0.85,6,senior,13,B,21,1
1,19,0.52,2,manager,7,E,47,1
9,25,0.93,10,mid,17,B,11,0
8,19,0.89,2,junior,16,A,21,1
15,17,0.66,2,lead,5,C,19,0
2,6,0.84,9,lead,12,A,34,1
7,9,0.6,8,manager,15,E,8,0
1,16,0.49,10,junior,9,E,52,0
12,14,0.35,10,junior,11,D,26,0
2,27,0.36,5,manager,28,E,15,1
14,1,0.56,7,senior,18,A,32,0
11,3,0.42,9,junior,18,B,33,0
10,14,0.45,6,junior,23,C,37,0
5,25,0.41,9,mid,26,B,45,0
2,10,0.35,9,junior,10,A,8,1
5,17,0.47,6,junior,12,B,22,1
4,3,0.67,6,junior,9,D,29,0
3,30,0.76,2,lead,2,D,18,1
6,12,0.54,2,senior,15,D,50,0
5,30,0.62,9,mid,21,D,40,0
12,20,0.42,1,manager,23,B,50,0
9,26,0.58,1,manager,2,C,25,1
4,8,0.41,4,lead,23,B,20,1
14,0,0.67,0,senior,3,B,20,0
7,8,0.8,3,senior,22,D,11,1
15,4,0.4,9,manager,29,C,56,0
9,6,0.76,7,lead,4,D,57,1
3,18,0.37,4,junior,27,B,24,0
2,13,0.61,8,mid,5,B,41,1
11,24,0.61,5,manager,18,C,3,1
12,25,0.35,10,junior,4,D,3,0
1,14,0.56,8,manager,27,B,60,0
4,29,0.78,4,manager,23,B,25,1
6,9,0.57,1,senior,7,D,44,1
13,28,0.93,8,senior,19,E,31,0
6,27,0.86,2,junior,6,C,37,1
13,18,0.81,0,lead,10,A,57,1
6,5,0.66,2,senior,13,C,5,0
3,2,0.85,4,lead,23,D,54,1
8,19,0.65,8,mid,29,A,13,1
9,2,0.46,0,lead,8,E,50,0
5,30,0.32,8,mid,2,B,32,0
9,6,0.33,0,manager,21,C,27,0
4,23,0.52,0,manager,14,A,50,1
10,1,0.51,5,lead,1,D,28,0
9,6,0.53,2,manager,14,E,13,0
14,18,0.51,2,lead,18,B,9,0
8,10,0.57,4,mid,14,D,56,0
8,23,0.89,7,mid,1,E,41,1
1,7,0.72,6,senior,25,C,30,1
10,4,0.42,3,lead,10,E,18,0
1,25,0.32,1,manager,16,E,42,0
9,2,0.4,4,junior,1,C,21,0
2,1,0.45,7,senior,21,D,42,0
15,9,0.36,4,manager,3,C,32,0
4,8,0.33,7,lead,7,C,54,0
8,30,0.49,0,lead,4,D,40,0
2,13,0.91,1,manager,28,D,23,1
6,11,0.39,9,lead,12,B,1,0
10,18,0.31,3,mid,18,D,60,1
14,30,0.64,7,manager,14,B,20,0
14,9,0.39,4,junior,23,D,44,0
15,26,0.5,5,lead,27,A,60,1
3,24,0.45,7,senior,10,B,38,0
1,0,0.89,0,senior,20,D,34,0
9,18,0.73,5,junior,21,A,15,1
13,16,0.83,2,mid,16,A,6,1
2,29,0.46,7,junior,12,A,53,1
5,12,0.31,0,junior,3,D,59,1
13,30,0.34,4,senior,19,E,58,0
9,21,0.83,5,mid,29,D,23,1
8,9,0.58,1,mid,18,E,8,1
12,16,0.33,2,junior,23,A,26,1
1,30,0.71,7,manager,5,C,18,0
10,12,0.47,6,lead,19,E,37,1
4,26,0.84,8,senior,24,A,3,1
14,17,0.37,4,manager,8,A,52,1
12,15,0.37,9,lead,14,E,8,0
15,8,0.52,8,manager,14,E,33,0
12,12,0.73,8,manager,29,D,51,1
10,0,0.83,9,senior,22,B,7,0
11,29,0.74,9,lead,5,B,11,0
3,7,0.68,4,mid,29,C,17,1
11,17,0.6,3,lead,16,C,53,0
4,19,0.68,7,lead,7,A,51,1
14,9,0.69,8,manager,25,E,51,1
11,0,0.63,2,mid,7,C,9,0
8,15,0.4,2,junior,26,D,53,0
5,24,0.45,2,lead,11,E,21,0
8,18,0.49,1,lead,10,E,24,1
9,13,0.37,5,mid,11,C,6,1
13,24,0.66,2,junior,12,B,17,0
10,5,0.95,8,junior,5,B,6,0
3,24,0.89,5,lead,22,E,46,1
10,29,0.41,4,senior,5,E,27,0
13,26,0.74,4,mid,3,A,11,1
14,21,0.7,8,senior,9,A,6,1
10,13,0.58,5,senior,19,D,50,0
3,5,0.7,3,manager,6,D,47,1
11,23,0.69,8,senior,9,A,37,1
13,29,0.64,10,junior,7,D,48,1
7,23,0.56,5,lead,4,B,60,0
9,6,0.34,4,junior,29,C,37,0
2,5,0.35,3,junior,19,C,18,1
10,6,0.8,2,junior,7,D,3,0
7,30,0.32,1,lead,21,D,39,0
13,23,0.82,4,mid,10,B,58,1
3,19,0.64,9,mid,27,D,5,0
10,18,0.38,7,manager,8,E,26,0
4,0,0.92,10,junior,3,A,12,0
6,30,0.93,5,manager,11,D,52,1
8,10,0.62,8,lead,23,A,39,1
12,8,0.88,9,senior,15,C,8,0
5,18,0.46,7,junior,7,B,7,0
7,14,0.63,0,senior,13,B,19,1
11,30,0.68,7,lead,1,A,13,1
10,28,0.49,8,junior,29,E,56,0
12,8,0.67,4,senior,8,A,57,1
4,7,0.59,0,junior,5,E,26,0
5,11,0.63,0,junior,18,B,44,1
4,14,0.87,9,manager,2,B,49,1
11,21,0.9,7,junior,15,A,26,1
3,19,0.58,2,senior,18,D,50,0
13,24,0.43,4,lead,10,A,58,1
1,27,0.46,8,lead,10,D,24,0
13,12,0.72,4,senior,1,C,27,0
12,30,0.5,9,lead,13,C,11,0
5,28,0.5,2,mid,10,C,30,0
4,15,0.79,3,junior,24,B,20,1
6,5,0.91,5,senior,24,E,18,0
13,22,0.94,6,mid,17,D,17,1
6,16,0.92,0,mid,6,A,10,1
9,1,0.46,2,manager,20,D,29,0
2,22,0.76,2,manager,2,D,18,1
9,22,0.63,9,lead,28,B,42,1
7,22,0.42,4,junior,22,E,58,1
15,22,0.82,1,lead,16,C,20,1
4,22,0.95,7,manager,28,A,42,1
9,7,0.31,9,senior,21,C,26,0
2,14,0.52,1,mid,14,E,27,1
13,7,0.51,5,lead,29,C,17,0
9,2,0.38,10,senior,10,D,50,0
3,28,0.81,8,lead,15,D,46,1
14,17,0.36,4,manager,1,A,40,1
13,0,0.55,3,mid,23,C,21,0
